id,horario_id,persona_id,fecha,created_at,updated_at
1789577,50001,1663801,2010-09-14,2010-09-14 13:00:50 UTC,2010-09-14 13:00:50 UTC
1789578,50001,1672156,2010-09-14,2010-09-14 13:00:50 UTC,2010-09-14 13:00:50 UTC
1789579,50001,50029,2010-09-14,2010-09-14 13:00:50 UTC,2010-09-14 13:00:50 UTC
1790515,50001,50064,2010-09-16,2010-09-16 12:33:17 UTC,2010-09-16 12:33:17 UTC
1790516,50001,1663801,2010-09-16,2010-09-16 12:33:17 UTC,2010-09-16 12:33:17 UTC
1790517,50001,51251,2010-09-16,2010-09-16 12:33:17 UTC,2010-09-16 12:33:17 UTC
1790518,50001,1672156,2010-09-16,2010-09-16 12:33:17 UTC,2010-09-16 12:33:17 UTC
1790519,50001,50029,2010-09-16,2010-09-16 12:33:17 UTC,2010-09-16 12:33:17 UTC
1790520,50001,50538,2010-09-16,2010-09-16 12:33:45 UTC,2010-09-16 12:33:45 UTC
1792135,50001,50668,2010-09-21,2010-09-21 16:34:07 UTC,2010-09-21 16:34:07 UTC
1792136,50001,50064,2010-09-21,2010-09-21 16:34:07 UTC,2010-09-21 16:34:07 UTC
1792137,50001,1663801,2010-09-21,2010-09-21 16:34:07 UTC,2010-09-21 16:34:07 UTC
1792138,50001,1672156,2010-09-21,2010-09-21 16:34:07 UTC,2010-09-21 16:34:07 UTC
1792139,50001,50699,2010-09-21,2010-09-21 16:34:07 UTC,2010-09-21 16:34:07 UTC
1792140,50001,50029,2010-09-21,2010-09-21 16:34:07 UTC,2010-09-21 16:34:07 UTC
1792141,50001,50538,2010-09-21,2010-09-21 16:34:26 UTC,2010-09-21 16:34:26 UTC
1793123,50001,50668,2010-09-23,2010-09-23 13:00:52 UTC,2010-09-23 13:00:52 UTC
1793124,50001,50064,2010-09-23,2010-09-23 13:00:52 UTC,2010-09-23 13:00:52 UTC
1793125,50001,50538,2010-09-23,2010-09-23 13:00:52 UTC,2010-09-23 13:00:52 UTC
1793126,50001,1663801,2010-09-23,2010-09-23 13:00:52 UTC,2010-09-23 13:00:52 UTC
1793127,50001,1672156,2010-09-23,2010-09-23 13:00:52 UTC,2010-09-23 13:00:52 UTC
1793128,50001,50029,2010-09-23,2010-09-23 13:00:52 UTC,2010-09-23 13:00:52 UTC
1794144,50001,50668,2010-09-28,2010-09-28 15:23:07 UTC,2010-09-28 15:23:07 UTC
1794145,50001,1679914,2010-09-28,2010-09-28 15:23:07 UTC,2010-09-28 15:23:07 UTC
1794146,50001,50064,2010-09-28,2010-09-28 15:23:07 UTC,2010-09-28 15:23:07 UTC
1794147,50001,1672156,2010-09-28,2010-09-28 15:23:07 UTC,2010-09-28 15:23:07 UTC
1794148,50001,50029,2010-09-28,2010-09-28 15:23:07 UTC,2010-09-28 15:23:07 UTC
1794959,50001,50668,2010-09-30,2010-09-30 15:18:16 UTC,2010-09-30 15:18:16 UTC
1794960,50001,1679914,2010-09-30,2010-09-30 15:18:17 UTC,2010-09-30 15:18:17 UTC
1794961,50001,1663801,2010-09-30,2010-09-30 15:18:17 UTC,2010-09-30 15:18:17 UTC
1794962,50001,1672156,2010-09-30,2010-09-30 15:18:17 UTC,2010-09-30 15:18:17 UTC
1794963,50001,50029,2010-09-30,2010-09-30 15:18:17 UTC,2010-09-30 15:18:17 UTC
1794964,50001,551560,2010-09-30,2010-09-30 15:18:17 UTC,2010-09-30 15:18:17 UTC
1796442,50001,50064,2010-10-05,2010-10-05 14:57:47 UTC,2010-10-05 14:57:47 UTC
1796443,50001,1663801,2010-10-05,2010-10-05 14:57:47 UTC,2010-10-05 14:57:47 UTC
1796444,50001,50699,2010-10-05,2010-10-05 14:57:47 UTC,2010-10-05 14:57:47 UTC
1796445,50001,50029,2010-10-05,2010-10-05 14:57:47 UTC,2010-10-05 14:57:47 UTC
1797363,50001,50668,2010-10-07,2010-10-07 18:23:55 UTC,2010-10-07 18:23:55 UTC
1797364,50001,1679914,2010-10-07,2010-10-07 18:23:55 UTC,2010-10-07 18:23:55 UTC
1797365,50001,50064,2010-10-07,2010-10-07 18:23:55 UTC,2010-10-07 18:23:55 UTC
1797366,50001,50029,2010-10-07,2010-10-07 18:23:55 UTC,2010-10-07 18:23:55 UTC
1798278,50001,50668,2010-10-12,2010-10-12 16:43:28 UTC,2010-10-12 16:43:28 UTC
1798279,50001,50064,2010-10-12,2010-10-12 16:43:28 UTC,2010-10-12 16:43:28 UTC
1798280,50001,1672156,2010-10-12,2010-10-12 16:43:28 UTC,2010-10-12 16:43:28 UTC
1798281,50001,50029,2010-10-12,2010-10-12 16:43:28 UTC,2010-10-12 16:43:28 UTC
1800256,50001,50668,2010-10-19,2010-10-19 12:49:48 UTC,2010-10-19 12:49:48 UTC
1800257,50001,50064,2010-10-19,2010-10-19 12:49:48 UTC,2010-10-19 12:49:48 UTC
1800258,50001,50538,2010-10-19,2010-10-19 12:49:48 UTC,2010-10-19 12:49:48 UTC
1800259,50001,1663801,2010-10-19,2010-10-19 12:49:48 UTC,2010-10-19 12:49:48 UTC
1800260,50001,51251,2010-10-19,2010-10-19 12:49:50 UTC,2010-10-19 12:49:50 UTC
1800261,50001,1672156,2010-10-19,2010-10-19 12:49:50 UTC,2010-10-19 12:49:50 UTC
1800262,50001,50029,2010-10-19,2010-10-19 12:49:50 UTC,2010-10-19 12:49:50 UTC
1801274,50001,50064,2010-10-21,2010-10-21 14:47:52 UTC,2010-10-21 14:47:52 UTC
1801275,50001,1663801,2010-10-21,2010-10-21 14:47:52 UTC,2010-10-21 14:47:52 UTC
1801276,50001,1672156,2010-10-21,2010-10-21 14:47:52 UTC,2010-10-21 14:47:52 UTC
1801277,50001,50029,2010-10-21,2010-10-21 14:47:52 UTC,2010-10-21 14:47:52 UTC
1803456,50001,50668,2010-10-28,2010-10-28 12:37:04 UTC,2010-10-28 12:37:04 UTC
1803457,50001,50538,2010-10-28,2010-10-28 12:37:04 UTC,2010-10-28 12:37:04 UTC
1803458,50001,1663801,2010-10-28,2010-10-28 12:37:04 UTC,2010-10-28 12:37:04 UTC
1803459,50001,1672156,2010-10-28,2010-10-28 12:37:04 UTC,2010-10-28 12:37:04 UTC
1803460,50001,50029,2010-10-28,2010-10-28 12:37:04 UTC,2010-10-28 12:37:04 UTC
1804852,50001,50668,2010-11-02,2010-11-02 12:33:49 UTC,2010-11-02 12:33:49 UTC
1804853,50001,50538,2010-11-02,2010-11-02 12:33:49 UTC,2010-11-02 12:33:49 UTC
1804854,50001,1663801,2010-11-02,2010-11-02 12:33:49 UTC,2010-11-02 12:33:49 UTC
1804855,50001,1672156,2010-11-02,2010-11-02 12:33:49 UTC,2010-11-02 12:33:49 UTC
1804856,50001,50029,2010-11-02,2010-11-02 12:33:49 UTC,2010-11-02 12:33:49 UTC
1805712,50001,1679914,2010-11-04,2010-11-04 12:48:19 UTC,2010-11-04 12:48:19 UTC
1805713,50001,50064,2010-11-04,2010-11-04 12:48:19 UTC,2010-11-04 12:48:19 UTC
1805714,50001,50538,2010-11-04,2010-11-04 12:48:19 UTC,2010-11-04 12:48:19 UTC
1805715,50001,1672156,2010-11-04,2010-11-04 12:48:19 UTC,2010-11-04 12:48:19 UTC
1805716,50001,50029,2010-11-04,2010-11-04 12:48:20 UTC,2010-11-04 12:48:20 UTC
1807996,50001,1679914,2010-11-09,2010-11-10 16:42:26 UTC,2010-11-10 16:42:26 UTC
1807997,50001,1672156,2010-11-09,2010-11-10 16:42:26 UTC,2010-11-10 16:42:26 UTC
1807998,50001,50699,2010-11-09,2010-11-10 16:42:26 UTC,2010-11-10 16:42:26 UTC
1807999,50001,50029,2010-11-09,2010-11-10 16:42:26 UTC,2010-11-10 16:42:26 UTC
1808000,50001,551560,2010-11-09,2010-11-10 16:42:26 UTC,2010-11-10 16:42:26 UTC
1808537,50001,1679914,2010-11-11,2010-11-11 19:30:21 UTC,2010-11-11 19:30:21 UTC
1808538,50001,50064,2010-11-11,2010-11-11 19:30:21 UTC,2010-11-11 19:30:21 UTC
1808539,50001,1672156,2010-11-11,2010-11-11 19:30:21 UTC,2010-11-11 19:30:21 UTC
1808540,50001,50029,2010-11-11,2010-11-11 19:30:21 UTC,2010-11-11 19:30:21 UTC
1809900,50001,50668,2010-11-16,2010-11-16 19:09:55 UTC,2010-11-16 19:09:55 UTC
1809901,50001,50064,2010-11-16,2010-11-16 19:09:56 UTC,2010-11-16 19:09:56 UTC
1809902,50001,50538,2010-11-16,2010-11-16 19:09:56 UTC,2010-11-16 19:09:56 UTC
1809903,50001,1672156,2010-11-16,2010-11-16 19:09:56 UTC,2010-11-16 19:09:56 UTC
1809904,50001,50029,2010-11-16,2010-11-16 19:09:56 UTC,2010-11-16 19:09:56 UTC
1810792,50001,50064,2010-11-18,2010-11-18 11:55:36 UTC,2010-11-18 11:55:36 UTC
1810793,50001,50538,2010-11-18,2010-11-18 11:55:36 UTC,2010-11-18 11:55:36 UTC
1810794,50001,1672156,2010-11-18,2010-11-18 11:55:36 UTC,2010-11-18 11:55:36 UTC
1812758,50001,50029,2010-11-18,2010-11-24 12:55:09 UTC,2010-11-24 12:55:09 UTC
1813379,50001,50019,2010-11-25,2010-11-25 16:49:12 UTC,2010-11-25 16:49:12 UTC
1813380,50001,50668,2010-11-25,2010-11-25 16:49:12 UTC,2010-11-25 16:49:12 UTC
1813381,50001,50064,2010-11-25,2010-11-25 16:49:12 UTC,2010-11-25 16:49:12 UTC
1813382,50001,1663801,2010-11-25,2010-11-25 16:49:12 UTC,2010-11-25 16:49:12 UTC
1813383,50001,551560,2010-11-25,2010-11-25 16:49:12 UTC,2010-11-25 16:49:12 UTC
1817055,50001,50019,2010-12-02,2010-12-03 17:08:47 UTC,2010-12-03 17:08:47 UTC
1817056,50001,50668,2010-12-02,2010-12-03 17:08:47 UTC,2010-12-03 17:08:47 UTC
1817057,50001,50064,2010-12-02,2010-12-03 17:08:47 UTC,2010-12-03 17:08:47 UTC
1817058,50001,1663801,2010-12-02,2010-12-03 17:08:47 UTC,2010-12-03 17:08:47 UTC
1817059,50001,1672156,2010-12-02,2010-12-03 17:08:47 UTC,2010-12-03 17:08:47 UTC
1817060,50001,50029,2010-12-02,2010-12-03 17:08:47 UTC,2010-12-03 17:08:47 UTC
1817061,50001,551560,2010-12-02,2010-12-03 17:08:47 UTC,2010-12-03 17:08:47 UTC
1819784,50001,50019,2010-12-09,2010-12-13 16:37:37 UTC,2010-12-13 16:37:37 UTC
1819785,50001,50668,2010-12-09,2010-12-13 16:37:37 UTC,2010-12-13 16:37:37 UTC
1819786,50001,50064,2010-12-09,2010-12-13 16:37:37 UTC,2010-12-13 16:37:37 UTC
1819787,50001,1663801,2010-12-09,2010-12-13 16:37:37 UTC,2010-12-13 16:37:37 UTC
1819788,50001,1672156,2010-12-09,2010-12-13 16:37:37 UTC,2010-12-13 16:37:37 UTC
1819789,50001,50029,2010-12-09,2010-12-13 16:37:37 UTC,2010-12-13 16:37:37 UTC
1820260,50001,50019,2010-12-14,2010-12-14 14:15:05 UTC,2010-12-14 14:15:05 UTC
1820261,50001,50064,2010-12-14,2010-12-14 14:15:05 UTC,2010-12-14 14:15:05 UTC
1820262,50001,1663801,2010-12-14,2010-12-14 14:15:05 UTC,2010-12-14 14:15:05 UTC
1820263,50001,1672156,2010-12-14,2010-12-14 14:15:05 UTC,2010-12-14 14:15:05 UTC
1820264,50001,50699,2010-12-14,2010-12-14 14:15:05 UTC,2010-12-14 14:15:05 UTC
1821796,50001,1679914,2010-12-16,2010-12-17 16:08:15 UTC,2010-12-17 16:08:15 UTC
1821797,50001,50029,2010-12-16,2010-12-17 16:08:15 UTC,2010-12-17 16:08:15 UTC
1821798,50001,551560,2010-12-16,2010-12-17 16:08:15 UTC,2010-12-17 16:08:15 UTC
1822584,50001,50019,2010-12-21,2010-12-21 14:41:29 UTC,2010-12-21 14:41:29 UTC
1822585,50001,50064,2010-12-21,2010-12-21 14:41:29 UTC,2010-12-21 14:41:29 UTC
1822586,50001,50029,2010-12-21,2010-12-21 14:41:29 UTC,2010-12-21 14:41:29 UTC
1825329,50001,50668,2011-01-05,2011-01-06 02:33:50 UTC,2011-01-06 02:33:50 UTC
1825330,50001,50064,2011-01-05,2011-01-06 02:33:50 UTC,2011-01-06 02:33:50 UTC
1825331,50001,50029,2011-01-05,2011-01-06 02:33:50 UTC,2011-01-06 02:33:50 UTC
1827575,50001,50668,2011-01-13,2011-01-13 12:22:30 UTC,2011-01-13 12:22:30 UTC
1827576,50001,50064,2011-01-13,2011-01-13 12:22:30 UTC,2011-01-13 12:22:30 UTC
1827577,50001,50029,2011-01-13,2011-01-13 12:22:30 UTC,2011-01-13 12:22:30 UTC
1829133,50001,50064,2011-01-18,2011-01-18 12:37:13 UTC,2011-01-18 12:37:13 UTC
1829134,50001,50538,2011-01-18,2011-01-18 12:37:13 UTC,2011-01-18 12:37:13 UTC
1829135,50001,50029,2011-01-18,2011-01-18 12:37:13 UTC,2011-01-18 12:37:13 UTC
1832078,50001,50064,2011-01-25,2011-01-26 07:57:37 UTC,2011-01-26 07:57:37 UTC
1832079,50001,1705704,2011-01-25,2011-01-26 07:57:37 UTC,2011-01-26 07:57:37 UTC
1832080,50001,1672156,2011-01-25,2011-01-26 07:57:37 UTC,2011-01-26 07:57:37 UTC
1832081,50001,50029,2011-01-25,2011-01-26 07:57:37 UTC,2011-01-26 07:57:37 UTC
1832852,50001,50019,2011-01-27,2011-01-27 09:44:55 UTC,2011-01-27 09:44:55 UTC
1832853,50001,50538,2011-01-27,2011-01-27 09:44:55 UTC,2011-01-27 09:44:55 UTC
1832854,50001,1672156,2011-01-27,2011-01-27 09:44:55 UTC,2011-01-27 09:44:55 UTC
1832855,50001,50029,2011-01-27,2011-01-27 09:44:55 UTC,2011-01-27 09:44:55 UTC
1834765,50001,50019,2011-02-01,2011-02-01 10:56:24 UTC,2011-02-01 10:56:24 UTC
1834766,50001,1672156,2011-02-01,2011-02-01 10:56:24 UTC,2011-02-01 10:56:24 UTC
1834767,50001,50029,2011-02-01,2011-02-01 10:56:24 UTC,2011-02-01 10:56:24 UTC
1834768,50001,551560,2011-02-01,2011-02-01 10:56:24 UTC,2011-02-01 10:56:24 UTC
1837648,50001,50019,2011-02-08,2011-02-08 12:56:52 UTC,2011-02-08 12:56:52 UTC
1837649,50001,1672156,2011-02-08,2011-02-08 12:56:52 UTC,2011-02-08 12:56:52 UTC
1842021,50001,50019,2011-02-17,2011-02-17 15:01:22 UTC,2011-02-17 15:01:22 UTC
1842022,50001,50064,2011-02-17,2011-02-17 15:01:22 UTC,2011-02-17 15:01:22 UTC
1842023,50001,50538,2011-02-17,2011-02-17 15:01:22 UTC,2011-02-17 15:01:22 UTC
1842024,50001,1672156,2011-02-17,2011-02-17 15:01:22 UTC,2011-02-17 15:01:22 UTC
1842025,50001,551560,2011-02-17,2011-02-17 15:01:22 UTC,2011-02-17 15:01:22 UTC
1843753,50001,50019,2011-02-22,2011-02-22 12:14:51 UTC,2011-02-22 12:14:51 UTC
1843754,50001,50064,2011-02-22,2011-02-22 12:14:51 UTC,2011-02-22 12:14:51 UTC
1843755,50001,50538,2011-02-22,2011-02-22 12:14:51 UTC,2011-02-22 12:14:51 UTC
1843756,50001,1672156,2011-02-22,2011-02-22 12:14:51 UTC,2011-02-22 12:14:51 UTC
1847210,50001,50019,2011-03-01,2011-03-01 19:57:30 UTC,2011-03-01 19:57:30 UTC
1847211,50001,1679914,2011-03-01,2011-03-01 19:57:30 UTC,2011-03-01 19:57:30 UTC
1847212,50001,50064,2011-03-01,2011-03-01 19:57:30 UTC,2011-03-01 19:57:30 UTC
1847213,50001,50029,2011-03-01,2011-03-01 19:57:30 UTC,2011-03-01 19:57:30 UTC
1848252,50001,50668,2011-03-03,2011-03-03 12:27:09 UTC,2011-03-03 12:27:09 UTC
1848253,50001,50064,2011-03-03,2011-03-03 12:27:09 UTC,2011-03-03 12:27:09 UTC
1848254,50001,50538,2011-03-03,2011-03-03 12:27:09 UTC,2011-03-03 12:27:09 UTC
1848255,50001,50029,2011-03-03,2011-03-03 12:27:09 UTC,2011-03-03 12:27:09 UTC
1853640,50001,50019,2011-03-17,2011-03-17 13:40:00 UTC,2011-03-17 13:40:00 UTC
1853641,50001,50118,2011-03-17,2011-03-17 13:40:00 UTC,2011-03-17 13:40:00 UTC
1853642,50001,50668,2011-03-17,2011-03-17 13:40:00 UTC,2011-03-17 13:40:00 UTC
1853643,50001,1679914,2011-03-17,2011-03-17 13:40:00 UTC,2011-03-17 13:40:00 UTC
1853644,50001,50064,2011-03-17,2011-03-17 13:40:00 UTC,2011-03-17 13:40:00 UTC
1853645,50001,52281,2011-03-17,2011-03-17 13:40:00 UTC,2011-03-17 13:40:00 UTC
1853646,50001,50057,2011-03-17,2011-03-17 13:40:00 UTC,2011-03-17 13:40:00 UTC
1853647,50001,1672156,2011-03-17,2011-03-17 13:40:00 UTC,2011-03-17 13:40:00 UTC
1853648,50001,52362,2011-03-17,2011-03-17 13:40:00 UTC,2011-03-17 13:40:00 UTC
1853649,50001,50699,2011-03-17,2011-03-17 13:40:00 UTC,2011-03-17 13:40:00 UTC
1853650,50001,50029,2011-03-17,2011-03-17 13:40:00 UTC,2011-03-17 13:40:00 UTC
1853651,50001,1735244,2011-03-17,2011-03-17 13:40:00 UTC,2011-03-17 13:40:00 UTC
1858494,50001,50019,2011-03-29,2011-03-29 16:07:13 UTC,2011-03-29 16:07:13 UTC
1858495,50001,50064,2011-03-29,2011-03-29 16:07:13 UTC,2011-03-29 16:07:13 UTC
1858496,50001,1672156,2011-03-29,2011-03-29 16:07:13 UTC,2011-03-29 16:07:13 UTC
1858497,50001,50029,2011-03-29,2011-03-29 16:07:13 UTC,2011-03-29 16:07:13 UTC
1859986,50001,50668,2011-03-31,2011-03-31 17:47:34 UTC,2011-03-31 17:47:34 UTC
1859987,50001,50064,2011-03-31,2011-03-31 17:47:34 UTC,2011-03-31 17:47:34 UTC
1859988,50001,1672156,2011-03-31,2011-03-31 17:47:34 UTC,2011-03-31 17:47:34 UTC
1859989,50001,50029,2011-03-31,2011-03-31 17:47:34 UTC,2011-03-31 17:47:34 UTC
1865844,50001,50668,2011-04-12,2011-04-12 12:35:25 UTC,2011-04-12 12:35:25 UTC
1865845,50001,50064,2011-04-12,2011-04-12 12:35:25 UTC,2011-04-12 12:35:25 UTC
1865846,50001,1672156,2011-04-12,2011-04-12 12:35:25 UTC,2011-04-12 12:35:25 UTC
1869206,50001,50668,2011-04-19,2011-04-19 15:11:12 UTC,2011-04-19 15:11:12 UTC
1869207,50001,50019,2011-04-19,2011-04-19 15:11:12 UTC,2011-04-19 15:11:12 UTC
1869208,50001,50064,2011-04-19,2011-04-19 15:11:12 UTC,2011-04-19 15:11:12 UTC
1869209,50001,1672156,2011-04-19,2011-04-19 15:11:12 UTC,2011-04-19 15:11:12 UTC
1869210,50001,50699,2011-04-19,2011-04-19 15:11:12 UTC,2011-04-19 15:11:12 UTC
1872711,50001,50668,2011-04-28,2011-04-28 12:25:25 UTC,2011-04-28 12:25:25 UTC
1874919,50001,50064,2011-05-03,2011-05-03 13:00:25 UTC,2011-05-03 13:00:25 UTC
1874920,50001,50699,2011-05-03,2011-05-03 13:00:25 UTC,2011-05-03 13:00:25 UTC
1876306,50001,50668,2011-05-05,2011-05-05 13:44:11 UTC,2011-05-05 13:44:11 UTC
1876307,50001,50064,2011-05-05,2011-05-05 13:44:11 UTC,2011-05-05 13:44:11 UTC
1878335,50001,50668,2011-05-10,2011-05-10 12:21:52 UTC,2011-05-10 12:21:52 UTC
1878336,50001,1672156,2011-05-10,2011-05-10 12:21:52 UTC,2011-05-10 12:21:52 UTC
1880107,50001,50668,2011-05-12,2011-05-12 21:22:42 UTC,2011-05-12 21:22:42 UTC
1880108,50001,50064,2011-05-12,2011-05-12 21:22:43 UTC,2011-05-12 21:22:43 UTC
1880109,50001,1672156,2011-05-12,2011-05-12 21:22:43 UTC,2011-05-12 21:22:43 UTC
1885512,50001,50668,2011-05-24,2011-05-24 12:33:41 UTC,2011-05-24 12:33:41 UTC
1885513,50001,50064,2011-05-24,2011-05-24 12:33:41 UTC,2011-05-24 12:33:41 UTC
1885514,50001,50968,2011-05-24,2011-05-24 12:33:41 UTC,2011-05-24 12:33:41 UTC
1885515,50001,50555,2011-05-24,2011-05-24 12:33:41 UTC,2011-05-24 12:33:41 UTC
1885516,50001,1672156,2011-05-24,2011-05-24 12:33:41 UTC,2011-05-24 12:33:41 UTC
1888604,50001,50668,2011-05-26,2011-05-31 14:02:24 UTC,2011-05-31 14:02:24 UTC
1888605,50001,50064,2011-05-26,2011-05-31 14:02:24 UTC,2011-05-31 14:02:24 UTC
1888606,50001,50968,2011-05-26,2011-05-31 14:02:24 UTC,2011-05-31 14:02:24 UTC
1888607,50001,1672156,2011-05-26,2011-05-31 14:02:24 UTC,2011-05-31 14:02:24 UTC
1888619,50001,50668,2011-05-31,2011-05-31 14:15:21 UTC,2011-05-31 14:15:21 UTC
1888620,50001,50064,2011-05-31,2011-05-31 14:15:21 UTC,2011-05-31 14:15:21 UTC
1888621,50001,50968,2011-05-31,2011-05-31 14:15:21 UTC,2011-05-31 14:15:21 UTC
1888622,50001,1672156,2011-05-31,2011-05-31 14:15:21 UTC,2011-05-31 14:15:21 UTC
1892151,50001,50668,2011-06-07,2011-06-07 13:10:07 UTC,2011-06-07 13:10:07 UTC
1892152,50001,50064,2011-06-07,2011-06-07 13:10:07 UTC,2011-06-07 13:10:07 UTC
1892153,50001,1672156,2011-06-07,2011-06-07 13:10:07 UTC,2011-06-07 13:10:07 UTC
1893407,50001,50064,2011-06-09,2011-06-09 12:29:24 UTC,2011-06-09 12:29:24 UTC
1893408,50001,50176,2011-06-09,2011-06-09 12:29:24 UTC,2011-06-09 12:29:24 UTC
1893409,50001,1672156,2011-06-09,2011-06-09 12:29:24 UTC,2011-06-09 12:29:24 UTC
1893410,50001,50699,2011-06-09,2011-06-09 12:29:24 UTC,2011-06-09 12:29:24 UTC
1895272,50001,50064,2011-06-14,2011-06-14 12:14:56 UTC,2011-06-14 12:14:56 UTC
1898548,50001,50019,2011-06-21,2011-06-21 12:14:37 UTC,2011-06-21 12:14:37 UTC
1898549,50001,50064,2011-06-21,2011-06-21 12:14:37 UTC,2011-06-21 12:14:37 UTC
1898550,50001,1672156,2011-06-21,2011-06-21 12:14:38 UTC,2011-06-21 12:14:38 UTC
1899871,50001,50064,2011-06-23,2011-06-23 22:08:44 UTC,2011-06-23 22:08:44 UTC
1899872,50001,1672156,2011-06-23,2011-06-23 22:08:45 UTC,2011-06-23 22:08:45 UTC
1902049,50001,50668,2011-06-28,2011-06-29 18:12:37 UTC,2011-06-29 18:12:37 UTC
1902050,50001,50064,2011-06-28,2011-06-29 18:12:37 UTC,2011-06-29 18:12:37 UTC
1902051,50001,1672156,2011-06-28,2011-06-29 18:12:37 UTC,2011-06-29 18:12:37 UTC
1902457,50001,50668,2011-06-30,2011-06-30 12:35:45 UTC,2011-06-30 12:35:45 UTC
1902458,50001,1672156,2011-06-30,2011-06-30 12:35:45 UTC,2011-06-30 12:35:45 UTC
1904934,50001,50668,2011-07-05,2011-07-05 12:53:49 UTC,2011-07-05 12:53:49 UTC
1904935,50001,50019,2011-07-05,2011-07-05 12:53:49 UTC,2011-07-05 12:53:49 UTC
1904936,50001,50064,2011-07-05,2011-07-05 12:53:49 UTC,2011-07-05 12:53:49 UTC
1904937,50001,1672156,2011-07-05,2011-07-05 12:53:49 UTC,2011-07-05 12:53:49 UTC
1908554,50001,50668,2011-07-12,2011-07-12 17:40:17 UTC,2011-07-12 17:40:17 UTC
1908555,50001,50968,2011-07-12,2011-07-12 17:40:17 UTC,2011-07-12 17:40:17 UTC
1908556,50001,1672156,2011-07-12,2011-07-12 17:40:17 UTC,2011-07-12 17:40:17 UTC
1909741,50001,50668,2011-07-14,2011-07-14 12:58:19 UTC,2011-07-14 12:58:19 UTC
1909742,50001,50064,2011-07-14,2011-07-14 12:58:19 UTC,2011-07-14 12:58:19 UTC
1909743,50001,1672156,2011-07-14,2011-07-14 12:58:19 UTC,2011-07-14 12:58:19 UTC
1909744,50001,1738172,2011-07-13,2011-07-14 12:58:48 UTC,2011-07-14 12:58:48 UTC
1910549,50001,1738172,2011-07-15,2011-07-15 16:10:28 UTC,2011-07-15 16:10:28 UTC
1911610,50001,50668,2011-07-19,2011-07-19 12:02:03 UTC,2011-07-19 12:02:03 UTC
1911611,50001,50968,2011-07-19,2011-07-19 12:02:03 UTC,2011-07-19 12:02:03 UTC
1911612,50001,1672156,2011-07-19,2011-07-19 12:02:03 UTC,2011-07-19 12:02:03 UTC
1913417,50001,50064,2011-07-21,2011-07-21 21:38:07 UTC,2011-07-21 21:38:07 UTC
1913418,50001,1672156,2011-07-21,2011-07-21 21:38:07 UTC,2011-07-21 21:38:07 UTC
1913692,50001,1738172,2011-07-22,2011-07-22 12:28:43 UTC,2011-07-22 12:28:43 UTC
1914773,50001,50064,2011-07-26,2011-07-26 12:43:21 UTC,2011-07-26 12:43:21 UTC
1914774,50001,50176,2011-07-26,2011-07-26 12:43:21 UTC,2011-07-26 12:43:21 UTC
1914775,50001,1672156,2011-07-26,2011-07-26 12:43:21 UTC,2011-07-26 12:43:21 UTC
1915569,50001,1738172,2011-07-27,2011-07-27 14:34:04 UTC,2011-07-27 14:34:04 UTC
1916178,50001,50668,2011-07-28,2011-07-28 13:14:30 UTC,2011-07-28 13:14:30 UTC
1916179,50001,50064,2011-07-28,2011-07-28 13:14:30 UTC,2011-07-28 13:14:30 UTC
1916180,50001,1672156,2011-07-28,2011-07-28 13:14:30 UTC,2011-07-28 13:14:30 UTC
1916861,50001,1738172,2011-07-29,2011-07-29 13:13:07 UTC,2011-07-29 13:13:07 UTC
1918548,50001,50668,2011-08-02,2011-08-02 12:17:20 UTC,2011-08-02 12:17:20 UTC
1918549,50001,50064,2011-08-02,2011-08-02 12:17:20 UTC,2011-08-02 12:17:20 UTC
1918550,50001,50699,2011-08-02,2011-08-02 12:17:20 UTC,2011-08-02 12:17:20 UTC
1918551,50001,1672156,2011-08-02,2011-08-02 12:17:20 UTC,2011-08-02 12:17:20 UTC
1920012,50001,1738172,2011-08-03,2011-08-04 14:45:22 UTC,2011-08-04 14:45:22 UTC
1920013,50001,50668,2011-08-04,2011-08-04 14:45:59 UTC,2011-08-04 14:45:59 UTC
1920014,50001,50064,2011-08-04,2011-08-04 14:46:00 UTC,2011-08-04 14:46:00 UTC
1920015,50001,50176,2011-08-04,2011-08-04 14:46:00 UTC,2011-08-04 14:46:00 UTC
1921771,50001,50668,2011-08-09,2011-08-09 12:35:24 UTC,2011-08-09 12:35:24 UTC
1921772,50001,50064,2011-08-09,2011-08-09 12:35:24 UTC,2011-08-09 12:35:24 UTC
1921773,50001,1672156,2011-08-09,2011-08-09 12:35:24 UTC,2011-08-09 12:35:24 UTC
1922679,50001,1738172,2011-08-10,2011-08-10 21:57:12 UTC,2011-08-10 21:57:12 UTC
1923954,50001,1738172,2011-08-12,2011-08-12 22:01:39 UTC,2011-08-12 22:01:39 UTC
1924823,50001,50668,2011-08-16,2011-08-16 13:14:40 UTC,2011-08-16 13:14:40 UTC
1924824,50001,50064,2011-08-16,2011-08-16 13:14:40 UTC,2011-08-16 13:14:40 UTC
1925434,50001,1738172,2011-08-17,2011-08-17 12:45:46 UTC,2011-08-17 12:45:46 UTC
1926082,50001,50064,2011-08-18,2011-08-18 12:18:14 UTC,2011-08-18 12:18:14 UTC
1926083,50001,1672156,2011-08-18,2011-08-18 12:18:14 UTC,2011-08-18 12:18:14 UTC
1927578,50001,50064,2011-08-23,2011-08-23 12:50:35 UTC,2011-08-23 12:50:35 UTC
